project_id,project_name,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_cost_overrun_percentage,final_status,primary_delay_cause,intervention_taken,intervention_outcome
HIST-01167,Kerala Expressway Corridor - Phase 3,Roads,Kerala,859.3,889.7,21,59,86.3,88.4,4,0,0,1,0,1,2.3,0,3.1,Completed,No material delay,Contractor Replacement,No Significant Improvement
HIST-01168,Andhra Pradesh Port Terminal Expansion - Phase 3,Ports,Andhra Pradesh,132.5,138.4,45,19,30.3,23.1,11,1,1,0,0,0,6.1,3,2.3,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-01169,Madhya Pradesh Transmission Line Augmentation - Phase 1,Power,Madhya Pradesh,48.6,50.5,28,57,91.4,92.8,8,0,0,0,0,0,2.0,0,4.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01170,Madhya Pradesh Rail Line Doubling - Phase 3,Railways,Madhya Pradesh,242.9,279.3,37,35,84.7,88.6,12,3,1,1,0,0,12.2,13,11.8,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01171,Maharashtra Rail Line Doubling - Phase 1,Railways,Maharashtra,93.8,103.2,68,57,82.9,66.6,19,1,1,0,0,1,4.1,3,6.1,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01172,Tamil Nadu Airport Cargo Complex - Phase 3,Airports,Tamil Nadu,102.0,105.3,15,42,95.4,91.3,7,1,0,0,0,0,10.0,1,4.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01173,Madhya Pradesh Port Terminal Expansion - Phase 3,Ports,Madhya Pradesh,73.7,80.7,61,59,91.8,96.4,17,0,1,1,0,0,0.0,4,5.5,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01174,Jharkhand Water Supply Augmentation - Phase 1,Water Resources,Jharkhand,433.0,434.7,32,25,72.3,87.2,7,0,0,1,0,0,-4.1,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01175,Rajasthan River Interlinking Scheme - Phase 3,Water Resources,Rajasthan,712.9,836.4,65,46,63.7,62.0,15,1,1,0,0,1,3.2,3,7.9,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-01176,Telangana National Highway Widening - Phase 3,Roads,Telangana,66.1,68.8,51,86,95.6,89.9,13,1,0,0,0,0,-0.0,0,4.1,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01177,Kerala Substation Capacity Expansion - Phase 1,Power,Kerala,130.7,138.7,61,49,83.9,87.7,17,2,0,1,0,0,4.6,3,2.6,Delayed,Milestone slippage,Inter-Department Coordination,Successful
HIST-01178,Tamil Nadu River Interlinking Scheme - Phase 1,Water Resources,Tamil Nadu,732.1,760.0,39,74,92.5,91.8,11,0,0,0,0,0,-3.2,1,2.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01179,Telangana Railway Electrification Project - Phase 3,Railways,Telangana,259.1,289.4,44,24,54.0,64.0,14,0,1,0,0,1,-1.6,3,8.2,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-01180,Haryana State Highway Upgradation - Phase 2,Roads,Haryana,326.3,377.4,32,63,93.6,91.1,9,2,0,1,1,0,3.9,3,14.0,Under Review,Milestone slippage,Additional Funding Approval,Partially Successful
HIST-01181,Maharashtra Runway Expansion Project - Phase 3,Airports,Maharashtra,100.9,100.9,43,32,71.1,77.7,11,1,0,0,0,0,-2.9,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01182,Maharashtra Thermal Power Plant Modernisation - Phase 1,Power,Maharashtra,320.5,333.2,56,20,31.5,48.5,11,1,0,0,0,0,-5.3,3,3.7,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-01183,Rajasthan Thermal Power Plant Modernisation - Phase 2,Power,Rajasthan,183.2,191.4,75,64,78.4,67.3,20,0,1,0,0,0,4.8,0,6.2,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01184,Andhra Pradesh River Interlinking Scheme - Phase 3,Water Resources,Andhra Pradesh,74.9,86.3,42,83,100.0,100.0,10,2,1,0,1,0,3.0,4,8.1,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01185,Andhra Pradesh Container Yard Development - Phase 2,Ports,Andhra Pradesh,276.3,299.4,26,20,81.9,89.4,4,0,1,0,0,0,-8.4,5,5.2,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01186,Gujarat State Highway Upgradation - Phase 1,Roads,Gujarat,443.4,481.6,55,29,47.2,39.5,17,2,0,0,0,1,1.2,0,7.8,Under Review,No material delay,Contractor Replacement,No Significant Improvement
HIST-01187,Telangana Thermal Power Plant Modernisation - Phase 1,Power,Telangana,192.1,214.9,84,50,51.6,57.5,19,1,0,0,1,0,7.3,5,11.8,Under Review,Funding release,Additional Funding Approval,No Significant Improvement
HIST-01188,Tamil Nadu Expressway Corridor - Phase 2,Roads,Tamil Nadu,280.4,314.3,17,69,83.4,87.7,5,0,1,0,1,0,-6.0,0,11.9,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01189,West Bengal Expressway Corridor - Phase 3,Roads,West Bengal,87.5,96.3,43,36,89.8,81.2,12,1,0,0,1,0,5.8,0,9.3,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01190,Rajasthan Container Yard Development - Phase 2,Ports,Rajasthan,141.0,141.5,20,43,100.0,91.8,4,0,0,0,0,0,-8.6,0,0.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01191,Madhya Pradesh Solar Power Park - Phase 3,Power,Madhya Pradesh,618.9,642.9,53,86,100.0,100.0,9,0,0,0,0,0,1.8,0,4.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01192,Uttar Pradesh National Highway Widening - Phase 3,Roads,Uttar Pradesh,286.5,298.1,41,20,51.9,53.3,12,0,0,0,0,0,-4.2,0,4.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01193,Bihar Solar Power Park - Phase 3,Power,Bihar,166.4,167.2,35,10,33.0,19.6,9,1,0,0,0,0,-4.9,4,0.0,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-01194,Bihar Railway Electrification Project - Phase 2,Railways,Bihar,90.4,94.1,44,34,79.1,64.0,10,1,1,0,0,0,0.3,3,2.1,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-01195,Bihar River Interlinking Scheme - Phase 3,Water Resources,Bihar,136.2,140.9,45,71,97.2,98.8,13,1,0,0,0,0,-3.4,0,4.6,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01196,Andhra Pradesh Runway Expansion Project - Phase 3,Airports,Andhra Pradesh,105.3,106.8,44,32,79.5,68.4,9,1,0,0,0,0,6.8,4,2.4,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-01197,Jharkhand Urban Renewal Mission - Phase 1,Urban Development,Jharkhand,555.2,555.6,56,66,100.0,100.0,13,1,1,0,0,0,2.6,1,0.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01198,Haryana Smart City Development - Phase 2,Urban Development,Haryana,883.6,898.3,66,21,33.3,32.2,13,0,0,0,0,0,-3.5,1,2.3,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01199,Gujarat Port Connectivity Corridor - Phase 1,Ports,Gujarat,743.2,869.1,57,63,93.8,76.4,18,2,1,1,0,0,14.1,10,16.1,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-01200,Odisha Substation Capacity Expansion - Phase 1,Power,Odisha,239.9,247.5,21,61,100.0,85.2,5,1,0,0,0,0,0.6,1,2.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01201,Haryana Expressway Corridor - Phase 1,Roads,Haryana,261.6,283.3,65,32,50.2,40.1,15,0,1,1,0,0,-4.8,0,4.9,Completed,No material delay,Inter-Department Coordination,Successful
HIST-01202,Haryana Railway Electrification Project - Phase 1,Railways,Haryana,66.6,72.8,54,65,94.3,95.8,12,2,0,0,0,1,4.0,1,7.2,Completed with Cost Overrun,No material delay,Contractor Replacement,Partially Successful
HIST-01203,Kerala Freight Corridor Development - Phase 1,Railways,Kerala,407.7,415.9,37,71,100.0,100.0,7,0,0,0,0,0,3.7,0,0.8,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01204,Uttar Pradesh Dam Rehabilitation Project - Phase 2,Water Resources,Uttar Pradesh,66.6,76.9,61,24,34.6,26.2,13,4,1,0,0,0,4.5,9,15.0,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-01205,Madhya Pradesh Urban Renewal Mission - Phase 3,Urban Development,Madhya Pradesh,539.0,590.7,39,79,94.3,93.6,8,2,1,0,0,0,12.1,3,4.9,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01206,Kerala Railway Electrification Project - Phase 3,Railways,Kerala,165.4,168.6,24,46,100.0,97.3,6,0,1,0,0,0,-4.5,2,3.0,Delayed,Land acquisition,No Major Intervention,Not Applicable
HIST-01207,Odisha Railway Electrification Project - Phase 2,Railways,Odisha,490.9,530.5,41,13,45.2,61.4,12,0,0,1,0,1,-10.1,0,6.0,Under Review,No material delay,Contractor Replacement,Partially Successful
HIST-01208,Jharkhand Dam Rehabilitation Project - Phase 3,Water Resources,Jharkhand,134.8,151.6,23,16,62.4,58.5,5,1,1,1,1,0,4.1,4,8.0,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01209,Uttar Pradesh Thermal Power Plant Modernisation - Phase 2,Power,Uttar Pradesh,285.0,316.8,37,43,100.0,100.0,10,2,0,0,0,1,0.8,4,10.7,Delayed,Milestone slippage,Contractor Replacement,Partially Successful
HIST-01210,West Bengal Freight Corridor Development - Phase 3,Railways,West Bengal,929.4,961.5,37,39,100.0,100.0,9,1,0,0,0,0,-2.7,0,2.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01211,Telangana Irrigation Canal Modernisation - Phase 2,Water Resources,Telangana,91.5,105.4,33,63,100.0,100.0,7,2,0,1,0,0,7.2,2,13.9,Delayed,Milestone slippage,No Major Intervention,Not Applicable
HIST-01212,Jharkhand Substation Capacity Expansion - Phase 1,Power,Jharkhand,256.7,266.9,58,11,13.2,14.5,12,0,0,1,0,0,7.8,2,1.5,Under Review,Pending clearance,Inter-Department Coordination,Successful
HIST-01213,Andhra Pradesh Airport Terminal Development - Phase 2,Airports,Andhra Pradesh,96.0,101.4,29,83,97.4,99.3,10,1,0,1,0,0,3.2,1,4.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01214,Maharashtra Expressway Corridor - Phase 3,Roads,Maharashtra,1643.7,1828.0,41,13,27.6,21.8,13,1,0,0,1,0,0.9,0,12.1,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01215,Maharashtra Urban Renewal Mission - Phase 3,Urban Development,Maharashtra,208.6,227.1,57,38,54.9,51.9,17,3,0,1,0,0,10.9,11,8.5,Under Review,Milestone slippage,Milestone Restructuring,No Significant Improvement
HIST-01216,Madhya Pradesh Runway Expansion Project - Phase 2,Airports,Madhya Pradesh,495.8,529.4,37,69,100.0,94.3,12,1,0,0,0,0,7.7,0,6.9,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01217,Tamil Nadu River Interlinking Scheme - Phase 2,Water Resources,Tamil Nadu,578.4,635.7,47,79,100.0,99.4,13,0,1,1,0,0,4.5,3,8.7,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01218,Gujarat Freight Corridor Development - Phase 3,Railways,Gujarat,535.2,555.6,40,26,67.5,69.4,8,0,1,0,0,1,-10.6,2,3.4,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-01219,Maharashtra River Interlinking Scheme - Phase 1,Water Resources,Maharashtra,253.5,307.3,51,56,86.9,87.5,14,7,0,1,1,0,17.0,6,9.9,Delayed,Milestone slippage,Additional Funding Approval,Successful
HIST-01220,Telangana National Highway Widening - Phase 3,Roads,Telangana,184.8,203.5,45,23,40.4,25.9,11,3,0,0,1,0,3.5,0,11.8,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01221,Jharkhand Rail Line Doubling - Phase 1,Railways,Jharkhand,206.7,214.5,44,49,96.8,100.0,10,0,1,0,0,0,0.2,0,3.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01222,Rajasthan Freight Corridor Development - Phase 3,Railways,Rajasthan,108.1,128.6,32,16,58.1,51.6,8,2,0,0,1,1,9.0,1,9.7,Under Review,No material delay,Additional Funding Approval,Successful
HIST-01223,Karnataka Container Yard Development - Phase 1,Ports,Karnataka,235.8,246.8,12,85,93.7,98.1,4,1,0,0,0,0,2.1,0,5.4,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01224,Tamil Nadu Smart City Development - Phase 3,Urban Development,Tamil Nadu,226.3,237.4,49,39,76.6,67.5,10,0,1,0,0,0,8.3,11,4.0,Under Review,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-01225,Haryana Sewerage Network Upgrade - Phase 1,Urban Development,Haryana,43.6,48.3,55,25,30.8,29.2,15,3,0,0,1,0,11.7,0,10.6,Under Review,No material delay,Additional Funding Approval,No Significant Improvement
HIST-01226,Andhra Pradesh National Highway Widening - Phase 3,Roads,Andhra Pradesh,301.3,313.3,44,6,12.8,2.3,9,0,0,0,0,0,-4.0,0,4.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01227,Telangana State Highway Upgradation - Phase 3,Roads,Telangana,412.7,458.4,53,6,19.7,14.5,15,3,0,0,0,1,3.6,2,6.2,Under Review,Milestone slippage,Contractor Replacement,Successful
HIST-01228,West Bengal Urban Renewal Mission - Phase 2,Urban Development,West Bengal,638.0,638.0,58,6,13.5,8.6,15,2,0,0,0,0,-1.6,3,0.0,Delayed,Milestone slippage,No Major Intervention,Not Applicable
HIST-01229,Andhra Pradesh Ring Road Development - Phase 2,Roads,Andhra Pradesh,807.5,980.0,51,70,89.3,83.4,9,2,1,0,1,0,3.1,6,15.5,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01230,Rajasthan Rail Line Doubling - Phase 1,Railways,Rajasthan,173.9,198.0,44,22,67.0,70.5,12,0,1,0,1,0,7.7,1,12.3,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-01231,Kerala Ring Road Development - Phase 3,Roads,Kerala,236.2,254.1,29,40,100.0,92.0,10,2,0,0,0,1,9.6,1,5.1,Completed with Cost Overrun,No material delay,Contractor Replacement,Partially Successful
HIST-01232,Karnataka National Highway Widening - Phase 1,Roads,Karnataka,384.4,472.7,47,73,100.0,100.0,11,2,1,1,1,1,7.0,5,12.4,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01233,Bihar Dam Rehabilitation Project - Phase 3,Water Resources,Bihar,1601.7,1601.7,56,9,20.2,19.1,14,0,0,0,0,0,-4.2,0,0.2,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01234,West Bengal Port Connectivity Corridor - Phase 2,Ports,West Bengal,587.1,679.4,32,23,72.7,66.8,9,1,1,0,0,0,10.6,5,7.1,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01235,Madhya Pradesh Runway Expansion Project - Phase 1,Airports,Madhya Pradesh,208.2,211.4,41,19,42.6,31.0,5,1,0,0,0,0,-5.2,0,0.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01236,Maharashtra State Highway Upgradation - Phase 2,Roads,Maharashtra,348.6,352.0,34,74,93.5,83.5,12,1,0,0,0,0,4.6,0,1.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01237,Odisha Solar Power Park - Phase 1,Power,Odisha,42.7,45.3,48,18,36.8,26.6,11,2,0,0,0,0,3.8,0,6.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01238,Uttar Pradesh Irrigation Canal Modernisation - Phase 1,Water Resources,Uttar Pradesh,632.5,702.1,33,34,100.0,93.6,7,0,1,1,0,0,3.5,0,11.0,Under Review,No material delay,Inter-Department Coordination,No Significant Improvement
HIST-01239,Gujarat Freight Corridor Development - Phase 1,Railways,Gujarat,163.1,170.0,33,12,50.9,45.1,5,1,1,0,0,0,-1.6,0,2.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01240,Haryana Solar Power Park - Phase 2,Power,Haryana,353.9,405.5,19,53,83.3,93.9,7,2,1,0,0,1,10.3,12,12.9,Delayed,Land acquisition,Milestone Restructuring,No Significant Improvement
HIST-01241,Gujarat Smart City Development - Phase 2,Urban Development,Gujarat,182.4,190.5,41,71,90.2,96.1,9,0,0,0,0,1,2.3,1,2.9,Completed,No material delay,Contractor Replacement,Successful
HIST-01242,Bihar Transmission Line Augmentation - Phase 2,Power,Bihar,422.0,422.0,30,23,81.9,86.8,7,0,0,0,0,0,-5.7,1,0.0,Completed,No material delay,Additional Funding Approval,Partially Successful
HIST-01243,Bihar National Highway Widening - Phase 1,Roads,Bihar,540.4,559.4,23,20,80.8,88.0,5,1,0,0,0,0,2.2,1,0.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01244,Telangana Metro Rail Extension - Phase 2,Railways,Telangana,167.9,205.6,13,75,100.0,100.0,7,2,1,1,1,1,6.6,7,21.1,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01245,Gujarat Metro Rail Extension - Phase 1,Railways,Gujarat,119.5,131.7,32,65,92.5,77.0,13,2,1,0,0,0,7.8,5,5.7,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01246,West Bengal Dam Rehabilitation Project - Phase 1,Water Resources,West Bengal,133.7,154.9,41,50,100.0,82.1,9,0,1,0,1,1,6.2,3,7.3,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01247,Andhra Pradesh Urban Renewal Mission - Phase 1,Urban Development,Andhra Pradesh,69.5,69.6,34,6,9.5,10.7,8,2,0,0,0,0,1.9,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01248,Telangana Airport Terminal Development - Phase 2,Airports,Telangana,25.0,26.1,40,44,84.8,81.8,10,0,0,0,0,1,-0.4,1,2.8,Completed,No material delay,Land Acquisition Task Force,Partially Successful
HIST-01249,Odisha Thermal Power Plant Modernisation - Phase 3,Power,Odisha,285.4,299.5,33,41,100.0,100.0,8,0,0,1,0,0,9.7,1,5.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01250,Jharkhand Affordable Housing Scheme - Phase 2,Urban Development,Jharkhand,151.4,154.0,22,28,100.0,100.0,4,0,0,0,0,0,6.0,0,3.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01251,Madhya Pradesh Water Supply Augmentation - Phase 2,Water Resources,Madhya Pradesh,93.6,106.1,58,74,100.0,99.7,14,1,1,1,0,0,4.9,0,6.3,Completed with Cost Overrun,No material delay,Inter-Department Coordination,Successful
HIST-01252,Madhya Pradesh Water Supply Augmentation - Phase 1,Water Resources,Madhya Pradesh,107.8,113.5,35,55,83.0,81.5,9,1,0,0,0,1,0.4,0,1.4,Completed,No material delay,Contractor Replacement,Successful
HIST-01253,Haryana Thermal Power Plant Modernisation - Phase 1,Power,Haryana,186.0,186.0,32,41,100.0,93.3,10,1,0,0,0,0,6.8,1,0.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01254,Telangana Ring Road Development - Phase 3,Roads,Telangana,794.4,993.3,45,75,94.0,92.9,12,2,1,1,1,1,3.3,5,14.6,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01255,Uttar Pradesh Airport Terminal Development - Phase 3,Airports,Uttar Pradesh,308.1,316.1,57,22,41.7,52.0,11,0,0,0,0,0,0.3,0,1.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01256,Uttar Pradesh Runway Expansion Project - Phase 2,Airports,Uttar Pradesh,192.4,198.2,41,36,81.1,99.0,12,1,0,0,0,0,3.1,0,4.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01257,Karnataka Expressway Corridor - Phase 1,Roads,Karnataka,199.3,215.9,46,27,55.2,55.8,10,0,1,0,0,0,1.3,2,7.7,Under Review,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-01258,Jharkhand National Highway Widening - Phase 1,Roads,Jharkhand,37.2,40.4,59,45,72.3,69.9,19,0,1,1,0,0,-1.8,0,6.8,Under Review,No material delay,Inter-Department Coordination,Partially Successful
HIST-01259,Telangana Container Yard Development - Phase 3,Ports,Telangana,113.8,126.5,26,81,86.4,92.1,9,3,1,0,0,0,3.2,13,11.3,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-01260,Madhya Pradesh Thermal Power Plant Modernisation - Phase 1,Power,Madhya Pradesh,559.2,577.9,12,74,96.5,87.6,4,1,0,0,0,0,-1.9,1,1.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01261,Telangana Port Terminal Expansion - Phase 3,Ports,Telangana,344.7,344.7,47,23,45.2,37.9,11,0,0,0,0,0,-8.2,1,0.0,Under Review,No material delay,Inter-Department Coordination,No Significant Improvement
HIST-01262,Karnataka Airport Cargo Complex - Phase 3,Airports,Karnataka,90.1,99.8,44,69,91.8,97.3,14,2,0,1,0,0,4.2,10,9.4,Delayed,Milestone slippage,Inter-Department Coordination,No Significant Improvement
HIST-01263,Maharashtra Sewerage Network Upgrade - Phase 2,Urban Development,Maharashtra,110.5,110.5,51,7,16.1,11.9,12,0,0,0,0,0,3.8,0,0.3,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01264,Jharkhand Affordable Housing Scheme - Phase 2,Urban Development,Jharkhand,421.4,427.6,15,17,99.1,100.0,4,0,0,1,0,0,5.3,0,0.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01265,Odisha Ring Road Development - Phase 3,Roads,Odisha,731.1,852.3,54,70,91.8,100.0,13,1,1,0,1,0,4.6,4,16.0,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-01266,Maharashtra Water Supply Augmentation - Phase 2,Water Resources,Maharashtra,388.7,418.3,56,54,98.5,94.1,13,0,1,0,0,0,5.0,2,4.2,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01267,Odisha Smart City Development - Phase 1,Urban Development,Odisha,829.5,852.3,12,18,96.3,98.4,4,1,0,0,0,0,-4.9,0,2.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01268,Madhya Pradesh Airport Cargo Complex - Phase 2,Airports,Madhya Pradesh,123.2,123.5,18,7,38.6,32.6,6,1,0,0,0,0,-2.3,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01269,Odisha Rail Line Doubling - Phase 3,Railways,Odisha,202.6,237.4,73,38,51.9,60.5,17,1,1,1,0,1,1.9,7,14.4,Under Review,Land acquisition,Contractor Replacement,Partially Successful
HIST-01270,West Bengal National Highway Widening - Phase 3,Roads,West Bengal,200.6,219.8,45,56,96.2,97.9,12,0,0,1,1,0,-0.4,1,6.0,Completed with Cost Overrun,No material delay,Additional Funding Approval,Successful
HIST-01271,Odisha Ring Road Development - Phase 1,Roads,Odisha,237.6,256.7,69,40,63.7,68.8,13,1,0,1,0,0,4.8,7,6.4,Under Review,Pending clearance,Inter-Department Coordination,No Significant Improvement
HIST-01272,Haryana State Highway Upgradation - Phase 1,Roads,Haryana,79.3,87.7,41,52,100.0,94.9,11,0,1,0,0,1,9.5,4,5.2,Delayed,Land acquisition,Milestone Restructuring,Successful
HIST-01273,Telangana Thermal Power Plant Modernisation - Phase 3,Power,Telangana,238.0,238.0,50,55,95.2,86.5,14,1,0,0,0,0,-2.7,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01274,Maharashtra Affordable Housing Scheme - Phase 1,Urban Development,Maharashtra,485.7,496.9,48,55,100.0,100.0,12,1,0,0,0,0,3.5,0,1.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01275,Andhra Pradesh Transmission Line Augmentation - Phase 3,Power,Andhra Pradesh,187.3,202.3,44,31,79.7,68.9,9,2,0,0,1,0,2.3,0,5.1,Under Review,No material delay,Additional Funding Approval,Successful
HIST-01276,West Bengal Dam Rehabilitation Project - Phase 3,Water Resources,West Bengal,1170.2,1228.3,36,71,97.7,93.2,9,0,0,1,0,0,-2.6,4,5.0,Delayed,Pending clearance,Inter-Department Coordination,No Significant Improvement
HIST-01277,West Bengal Smart City Development - Phase 1,Urban Development,West Bengal,85.5,89.4,36,10,32.1,21.3,9,0,1,0,0,0,1.9,0,4.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01278,Jharkhand Runway Expansion Project - Phase 3,Airports,Jharkhand,432.9,517.1,57,80,100.0,100.0,16,2,0,1,1,0,4.9,7,17.1,Delayed,Milestone slippage,Additional Funding Approval,No Significant Improvement
HIST-01279,Tamil Nadu Port Terminal Expansion - Phase 3,Ports,Tamil Nadu,105.8,120.5,65,30,51.5,48.0,16,3,1,0,0,0,3.4,5,7.8,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-01280,West Bengal Airport Cargo Complex - Phase 3,Airports,West Bengal,111.9,111.9,55,27,51.0,53.8,8,0,0,0,0,0,4.5,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01281,Rajasthan National Highway Widening - Phase 3,Roads,Rajasthan,183.0,194.7,52,34,61.4,65.3,13,0,0,0,0,0,-4.4,0,2.9,Under Review,No material delay,Milestone Restructuring,Successful
HIST-01282,Rajasthan Affordable Housing Scheme - Phase 3,Urban Development,Rajasthan,570.4,624.9,43,59,100.0,100.0,12,1,0,0,1,0,3.6,1,5.1,Completed with Cost Overrun,No material delay,Land Acquisition Task Force,Partially Successful
HIST-01283,Odisha Airport Terminal Development - Phase 1,Airports,Odisha,89.8,91.7,56,13,13.4,7.7,16,1,0,1,0,0,-3.6,0,3.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01284,Bihar Metro Rail Extension - Phase 2,Railways,Bihar,243.4,253.5,43,65,100.0,96.3,8,3,0,0,0,0,7.8,1,3.5,Completed,No material delay,Milestone Restructuring,Partially Successful
HIST-01285,Tamil Nadu Airport Terminal Development - Phase 3,Airports,Tamil Nadu,82.9,83.5,37,86,98.5,100.0,10,0,0,1,0,0,3.8,0,2.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01286,Kerala Metro Rail Extension - Phase 2,Railways,Kerala,237.5,242.4,48,75,96.2,93.8,10,1,0,0,0,0,9.1,6,2.6,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-01287,Telangana Sewerage Network Upgrade - Phase 3,Urban Development,Telangana,587.8,587.9,42,27,80.8,76.0,12,0,0,0,0,0,0.1,1,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-01288,Rajasthan State Highway Upgradation - Phase 3,Roads,Rajasthan,124.8,128.6,55,19,22.2,27.4,14,1,0,0,0,0,1.2,3,2.8,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-01289,Telangana Airport Cargo Complex - Phase 2,Airports,Telangana,206.4,220.7,45,83,100.0,96.5,8,0,0,0,0,0,-0.5,1,7.7,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-01290,Gujarat Metro Rail Extension - Phase 1,Railways,Gujarat,112.2,114.5,63,21,43.8,37.7,15,0,0,1,0,0,-1.8,1,1.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-01291,Karnataka Runway Expansion Project - Phase 2,Airports,Karnataka,370.7,389.5,26,22,74.8,84.7,9,2,0,0,1,0,1.1,0,3.2,Completed,No material delay,Additional Funding Approval,Successful
